,guid,title,pubDate,link,duration,author,explicit,summary,subtitle,description,enclosure,image
26,"tag:soundcloud,2010:tracks/657631616",episode 53 - lebanese diaspora,"mon, 29 jul 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-53-lebanese-diaspora,00:53:48,the lebanese politics podcast,yes,"discussion of the lebanese diaspora begins at 20:05. 

nizar and ben are joined by sergio jalil, director of celibal, the centro de estudios libaneses para america latina(center for lebanese studies in latin america) to talk about the lebanese diaspora, its impact here in lebanon, and why it is not near as homogenous as it is made out to be. 

also discussed: aoun refuses to sign the budget law, cabinet still hasn't met, the palestinians continue their protest, the israeli ambassador to the un tries to set up the port of beirut as a target, and the band mashrou’ leila becomes the target of campaign against it performing next month at byblos international festival.

**in the podcast ben notes the president cannot veto a law. this is true, however, some details were incorrect. if the president refuses to sign a law he can delay its passage for a month. once that month runs out the law goes into effect. however, the president can also send the law back to parliament, and if he does it must be repassed by a majority.**

music track: zuhal by elepheel, check out his other work @elepheel",discussion of the lebanese diaspora begins at 20:…,"discussion of the lebanese diaspora begins at 20:05. 

nizar and ben are joined by sergio jalil, director of celibal, the centro de estudios libaneses para america latina(center for lebanese studies in latin america) to talk about the lebanese diaspora, its impact here in lebanon, and why it is not near as homogenous as it is made out to be. 

also discussed: aoun refuses to sign the budget law, cabinet still hasn't met, the palestinians continue their protest, the israeli ambassador to the un tries to set up the port of beirut as a target, and the band mashrou’ leila becomes the target of campaign against it performing next month at byblos international festival.

**in the podcast ben notes the president cannot veto a law. this is true, however, some details were incorrect. if the president refuses to sign a law he can delay its passage for a month. once that month runs out the law goes into effect. however, the president can also send the law back to parliament, and if he does it must be repassed by a majority.**

music track: zuhal by elepheel, check out his other work @elepheel",none,none
27,"tag:soundcloud,2010:tracks/654318092",episode 52 - palestinian labor,"mon, 22 jul 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-52-palestinian-labor,00:39:40,the lebanese politics podcast,yes,"discussion of palestinian labor protests begins at 15:20.

ben and nizar are joined by islam khatib, a palestinian organizer, to talk about the palestinian labor protests that have erupted in this past week; what sparked them and the political and historical context around them.

also covered in the 52nd episode of the lebanese politics podcast: we finally have a budget! though, as ben explains, it's not quite a champagne moment for the country. meanwhile, it's been 20 days without a cabinet meeting as the fallout over aley continues to cause division.

music track: zuhal by elepheel, check out his other work @elepheel",discussion of palestinian labor protests begins a…,"discussion of palestinian labor protests begins at 15:20.

ben and nizar are joined by islam khatib, a palestinian organizer, to talk about the palestinian labor protests that have erupted in this past week; what sparked them and the political and historical context around them.

also covered in the 52nd episode of the lebanese politics podcast: we finally have a budget! though, as ben explains, it's not quite a champagne moment for the country. meanwhile, it's been 20 days without a cabinet meeting as the fallout over aley continues to cause division.

music track: zuhal by elepheel, check out his other work @elepheel",none,none
28,"tag:soundcloud,2010:tracks/650982773",episode 51 - the southern border,"mon, 15 jul 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-51-the-southern-border,00:42:28,the lebanese politics podcast,yes,"the border discussion begins at 19:35.

ben and nizar are joined by joseph haboush, the lebanon desk editor at the daily star, to talk about southern border disputes, in particular the recent shuttle diplomacy efforts of the americans to bring lebanon and israel to the table over their shared maritime border.

also discussed on the 51st episode of the lebanese politics podcast: the energy ministry launches a prequalification round for two new power plants; the budget committee finishes its review of the budget with further cuts implemented, the budget is now passed to parliament; the continuing fallout from the aley clashes, and how this could prevent the budget being passed; us sanctions of hezbollah officials, including two mps, and nasrallah's speech.

music track: zuhal by elepheel, check out his other work @elepheel","the border discussion begins at 19:35.

ben and n…","the border discussion begins at 19:35.

ben and nizar are joined by joseph haboush, the lebanon desk editor at the daily star, to talk about southern border disputes, in particular the recent shuttle diplomacy efforts of the americans to bring lebanon and israel to the table over their shared maritime border.

also discussed on the 51st episode of the lebanese politics podcast: the energy ministry launches a prequalification round for two new power plants; the budget committee finishes its review of the budget with further cuts implemented, the budget is now passed to parliament; the continuing fallout from the aley clashes, and how this could prevent the budget being passed; us sanctions of hezbollah officials, including two mps, and nasrallah's speech.

music track: zuhal by elepheel, check out his other work @elepheel",none,none
29,"tag:soundcloud,2010:tracks/647440656",episode 50 - blood & politics,"mon, 08 jul 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-50-blood-politics,00:43:04,the lebanese politics podcast,yes,"the discussion on the aley clashes begins at 17:05.

ben and nizar take a closer look at the clashes in aley that left two people dead on june 30, the political context behind this violence, and how in lebanon, geography and rhetoric matter. 

also covered in the 50th episode: the latest on controversial incinerators, trump's ""deal of the century,"" parliament's appointment of members to the constitutional council, the budget, and the imf's lack of enthusiasm for proposed deficit cutting measures.

music track: zuhal by elepheel, check out his other work @elepheel",the discussion on the aley clashes begins at 17:0…,"the discussion on the aley clashes begins at 17:05.

ben and nizar take a closer look at the clashes in aley that left two people dead on june 30, the political context behind this violence, and how in lebanon, geography and rhetoric matter. 

also covered in the 50th episode: the latest on controversial incinerators, trump's ""deal of the century,"" parliament's appointment of members to the constitutional council, the budget, and the imf's lack of enthusiasm for proposed deficit cutting measures.

music track: zuhal by elepheel, check out his other work @elepheel",none,none
30,"tag:soundcloud,2010:tracks/640882206",episode 49 - freedom of expression,"mon, 24 jun 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-49-freedom-of-expression,00:41:05,the lebanese politics podcast,yes,"the discussion of freedom of expression begins at 14:20.

ben and nizar are joined this week by ayman mhanna, director of the samir kassir foundation, a regional press freedom and freedom of expression organization to answer the question of whether there is freedom of expression in lebanon today.

also discussed: controversy in hadath, a civil marriage, ramlet el-baida, maritime border talks, budget and protests, and the lu strike.

music track: zuhal by elepheel, check out his other work @elepheel",the discussion of freedom of expression begins at…,"the discussion of freedom of expression begins at 14:20.

ben and nizar are joined this week by ayman mhanna, director of the samir kassir foundation, a regional press freedom and freedom of expression organization to answer the question of whether there is freedom of expression in lebanon today.

also discussed: controversy in hadath, a civil marriage, ramlet el-baida, maritime border talks, budget and protests, and the lu strike.

music track: zuhal by elepheel, check out his other work @elepheel",none,none
31,"tag:soundcloud,2010:tracks/637531149",episode 48 - higher education,"mon, 17 jun 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-48-higher-education,00:42:43,the lebanese politics podcast,yes,"the discussion of higher education begins at 15:14.

ben and nizar take a look at the lebanese university, in light of a six week strike from professors over budget cuts bringing the only public higher education institution in the country to a stand-still, before analyzing the context of the strike, the marginalization of the lu, and the political and sectarian dimensions to private higher education institutions in lebanon.

also discussed: nizar zakka is freed from iran, bassil's comments on foreign workers spark controversy, boustani says more power cuts are expected but offers up an odd reason, a solid waste plans that seems to suggest the worst of all options, what lies behind recent political spats, and what's that smell? the expert edition.

music track: zuhal by elepheel, check out his other work @elepheel",the discussion of higher education begins at 15:1…,"the discussion of higher education begins at 15:14.

ben and nizar take a look at the lebanese university, in light of a six week strike from professors over budget cuts bringing the only public higher education institution in the country to a stand-still, before analyzing the context of the strike, the marginalization of the lu, and the political and sectarian dimensions to private higher education institutions in lebanon.

also discussed: nizar zakka is freed from iran, bassil's comments on foreign workers spark controversy, boustani says more power cuts are expected but offers up an odd reason, a solid waste plans that seems to suggest the worst of all options, what lies behind recent political spats, and what's that smell? the expert edition.

music track: zuhal by elepheel, check out his other work @elepheel",none,none
32,"tag:soundcloud,2010:tracks/634135245",episode 47 - party profiles: lebanese forces,"mon, 10 jun 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-47-party-profiles-lebanese-forces,00:48:16,the lebanese politics podcast,yes,"the discussion on the lebanese forces starts at 16:59. 

the third in our party profiles series, ben and nizar dive deep into the history and the formation of the lebanese forces, from its beginnings as a civil war militia to the fully fledged party structure it has today. see the lf manifesto here: https://www.lstatic.org/pdf/choraa.pdf

also discussed: the attack in tripoli, the burning of the deir al-ahmar refugee camp, the latest on the hajj hobeiche case and the upcoming release of nizar zakka, and packed parliamentary committee gets down to budget nitty gritty.

music track: zuhal by elepheel, check out his other work @elepheel",the discussion on the lebanese forces starts at 1…,"the discussion on the lebanese forces starts at 16:59. 

the third in our party profiles series, ben and nizar dive deep into the history and the formation of the lebanese forces, from its beginnings as a civil war militia to the fully fledged party structure it has today. see the lf manifesto here: https://www.lstatic.org/pdf/choraa.pdf

also discussed: the attack in tripoli, the burning of the deir al-ahmar refugee camp, the latest on the hajj hobeiche case and the upcoming release of nizar zakka, and packed parliamentary committee gets down to budget nitty gritty.

music track: zuhal by elepheel, check out his other work @elepheel",none,none
33,"tag:soundcloud,2010:tracks/630456381",episode 46 - news dump 2.0,"mon, 03 jun 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-46-news-dump-20,00:38:36,the lebanese politics podcast,yes,"we're back! fresh from our spring hiatus, and a lot has happened in our absence. 

no deep dive this episode, ben and nizar instead delve into the important goings on of the past few weeks, including: racism in faraya, homophobia and the grindr ban, the passing of the former patriarch, nasrallah boutros sfeir, multiple crack downs on freedom of expression, the long-awaited result of the hajj hobeiche case, potential us-mediated talks between lebanon and israel over the maritime border, the budget passed by cabinet, and, of course, all the austerity protests.

music track: zuhal by elepheel, check out his other work @elepheel","we're back! fresh from our spring hiatus, and a l…","we're back! fresh from our spring hiatus, and a lot has happened in our absence. 

no deep dive this episode, ben and nizar instead delve into the important goings on of the past few weeks, including: racism in faraya, homophobia and the grindr ban, the passing of the former patriarch, nasrallah boutros sfeir, multiple crack downs on freedom of expression, the long-awaited result of the hajj hobeiche case, potential us-mediated talks between lebanon and israel over the maritime border, the budget passed by cabinet, and, of course, all the austerity protests.

music track: zuhal by elepheel, check out his other work @elepheel",none,none
34,"tag:soundcloud,2010:tracks/616039314",episode 45 - anti-establishment politics,"mon, 06 may 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-45-anti-establishment-politics,00:50:32,the lebanese politics podcast,yes,"the discussion of anti-establishment politics begins at 15:34.

it’s nizar’s favorite topic: anti-establishment politics. nizar and ben analyze the current situation of anti-establishment political groups, the path that brought them to this point, and the million-dollar question, can they ever achieve real change?

also discussed on the forty-fifth episode of tlpp: a oil spill without a culprit, the expansion of the bourj hammoud landfill, spats between future and fpm, and between hezbollah and the psp, and the latest on the budget and austerity protests.  

for more on the main topic, see: 
- on the 2018 election: helou, zeina: ""lebanon’s 2018 elections: an opportunity for “new” political actors?"" available at https://civilsociety-centre.org/resource/lebanon%e2%80%99s-2018-elections-opportunity-%e2%80%9cnew%e2%80%9d-political-actors copyright ©lebanon 

- on the 2015 protest movement: hassan, nizar. ""lebanon's 2015 protest movement: an analysis of class (and) power"". available at: https://www.academia.edu/34604612/lebanons_2015_protest_movement_an_analysis_of_class_and_power 

- on the 2011 and 2015 protest movements: abi yaghi et al., ""from isqat an-nizam at-ta'ifi to the garbage crisis movement: political identities and antisectarian movements"", chapter 5 in the book ""lebanon facing the arab uprising"" edited by di peri and meier. 

music track: zuhal by elepheel, check out his other work @elepheel",the discussion of anti-establishment politics beg…,"the discussion of anti-establishment politics begins at 15:34.

it’s nizar’s favorite topic: anti-establishment politics. nizar and ben analyze the current situation of anti-establishment political groups, the path that brought them to this point, and the million-dollar question, can they ever achieve real change?

also discussed on the forty-fifth episode of tlpp: a oil spill without a culprit, the expansion of the bourj hammoud landfill, spats between future and fpm, and between hezbollah and the psp, and the latest on the budget and austerity protests.  

for more on the main topic, see: 
- on the 2018 election: helou, zeina: ""lebanon’s 2018 elections: an opportunity for “new” political actors?"" available at https://civilsociety-centre.org/resource/lebanon%e2%80%99s-2018-elections-opportunity-%e2%80%9cnew%e2%80%9d-political-actors copyright ©lebanon 

- on the 2015 protest movement: hassan, nizar. ""lebanon's 2015 protest movement: an analysis of class (and) power"". available at: https://www.academia.edu/34604612/lebanons_2015_protest_movement_an_analysis_of_class_and_power 

- on the 2011 and 2015 protest movements: abi yaghi et al., ""from isqat an-nizam at-ta'ifi to the garbage crisis movement: political identities and antisectarian movements"", chapter 5 in the book ""lebanon facing the arab uprising"" edited by di peri and meier. 

music track: zuhal by elepheel, check out his other work @elepheel",none,none
35,"tag:soundcloud,2010:tracks/612691959",episode 44 - austerity budget?,"mon, 29 apr 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-44-austerity-budget,00:43:11,the lebanese politics podcast,yes,"the discussion of the leaked budget begins at 12:28.

what to do when an hour before you hit record on your episode about austerity measures a copy of the 2019 budget is leaked? ben and nizar threw out their notes and got to analyzing what the leaked budget tells us, including ten mysterious missing pages, and the surprising lack of hard-core austerity measures.

**corrections: when discussing the budget deficit, we said it was close to 40 percent of revenues, we meant to say close to 50 percent. our comparison between the tax of a hypothetical startup and a bank, meanwhile, is actually higher, at 8 percent not 7 percent. forgive us it was a mad rush to remake the episode.**

this week was also heavily on hezbollah news, including a speech by nasrallah denying he warned against a surprise israeli attack this summer, the us offering $10 million for information on hezbollah’s finances, the us sanctioning two individuals and three companies for alleged hezbollah links, the defense minister elias bou saab facing criticism for saying the lebanese army alone cannot defend the country against israel, unifil announcing they found a third tunnel that crosses the blue line, and nawwaf musawi returning to his duties as an mp.

also discussed in the forty-fourth episode of tlpp: lebanon’s had its wettest winter since 2002-2003, aoun releasing the 2017 municipal funding, dima jamali’s interview with otv, and a joint amnesty international and anti-racism movement report highlighting the plight of domestic workers under the kafala system in lebanon. 

music track: zuhal by elepheel, check out his other work @elepheel",the discussion of the leaked budget begins at 12:…,"the discussion of the leaked budget begins at 12:28.

what to do when an hour before you hit record on your episode about austerity measures a copy of the 2019 budget is leaked? ben and nizar threw out their notes and got to analyzing what the leaked budget tells us, including ten mysterious missing pages, and the surprising lack of hard-core austerity measures.

**corrections: when discussing the budget deficit, we said it was close to 40 percent of revenues, we meant to say close to 50 percent. our comparison between the tax of a hypothetical startup and a bank, meanwhile, is actually higher, at 8 percent not 7 percent. forgive us it was a mad rush to remake the episode.**

this week was also heavily on hezbollah news, including a speech by nasrallah denying he warned against a surprise israeli attack this summer, the us offering $10 million for information on hezbollah’s finances, the us sanctioning two individuals and three companies for alleged hezbollah links, the defense minister elias bou saab facing criticism for saying the lebanese army alone cannot defend the country against israel, unifil announcing they found a third tunnel that crosses the blue line, and nawwaf musawi returning to his duties as an mp.

also discussed in the forty-fourth episode of tlpp: lebanon’s had its wettest winter since 2002-2003, aoun releasing the 2017 municipal funding, dima jamali’s interview with otv, and a joint amnesty international and anti-racism movement report highlighting the plight of domestic workers under the kafala system in lebanon. 

music track: zuhal by elepheel, check out his other work @elepheel",none,none
36,"tag:soundcloud,2010:tracks/609064692",episode 43 - historical figures: fouad chehab,"mon, 22 apr 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-43-historical-figures-fouad-chehab,00:40:52,the lebanese politics podcast,yes,"the discussion on fouad chehab begins at 10:06.

in the fourth edition of our historical figures’ series, nizar and ben analyze the life and legacy of fouad chehab, the army commander turned lebanese president, who in his presidency from 1958 to 1964 enacted a reform agenda that transformed the lebanese state. 

a romanticized figure, famous for his state-building agenda, the lebanese view of fouad chehab says more about the modern-day state of the country than how it was in the 1950s/60s. 

for more see:
- fawwaz traboulsi - ""a history of modern lebanon"" (pp 138 - 155)
- william harris -  ""lebanon: a history, 600-2011""
- chehabism by the fouad chehab foundation http://www.fouadchehab.org/chehabism/ 

also discussed on the forty-third episode of the lebanese politics podcast: it’s lebanon’s first of two easters, the results of the tripoli election, austerity and protests, and a clarification that pompeo did in fact speak to some press, but it wasn’t pretty. 

**correction** when discussing raymond eddé we referred to the ""constitutional"" bloc when we meant to say ""national"" bloc. tlpp apologizes for the mix up. 

music track: zuhal by elepheel, check out his other work @elepheel","the discussion on fouad chehab begins at 10:06.

…","the discussion on fouad chehab begins at 10:06.

in the fourth edition of our historical figures’ series, nizar and ben analyze the life and legacy of fouad chehab, the army commander turned lebanese president, who in his presidency from 1958 to 1964 enacted a reform agenda that transformed the lebanese state. 

a romanticized figure, famous for his state-building agenda, the lebanese view of fouad chehab says more about the modern-day state of the country than how it was in the 1950s/60s. 

for more see:
- fawwaz traboulsi - ""a history of modern lebanon"" (pp 138 - 155)
- william harris -  ""lebanon: a history, 600-2011""
- chehabism by the fouad chehab foundation http://www.fouadchehab.org/chehabism/ 

also discussed on the forty-third episode of the lebanese politics podcast: it’s lebanon’s first of two easters, the results of the tripoli election, austerity and protests, and a clarification that pompeo did in fact speak to some press, but it wasn’t pretty. 

**correction** when discussing raymond eddé we referred to the ""constitutional"" bloc when we meant to say ""national"" bloc. tlpp apologizes for the mix up. 

music track: zuhal by elepheel, check out his other work @elepheel",none,none
37,"tag:soundcloud,2010:tracks/605786046",episode 42 - tripoli & its by-election,"mon, 15 apr 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-42-tripoli-its-by-election,00:48:37,the lebanese politics podcast,yes,"the discussion on tripoli politics begins at 17:22. 

we recorded this before the election so if dima jamali is not the new tripoli mp then you can enjoy this episode for the comedy value…

ben and nizar look at the tripoli by-election by analysing the main players in tripoli politics, the rifi-future rift, 2016’s protest vote, 2018’s return to establishment politics, and why the outcome of sunday’s by-election seems inevitable. 

also discussed in the forty-second episode of the lebanese politics podcast: it’s our one year anniversary(!), the electricity plan is passed, cabinet talks austerity measures, lebanon and cyprus discuss oil & gas agreements, germanos sues the isf information branch, nasrallah responds to the us designation of the irgc as a foreign terrorist organisation, and those close to amal seek to quash rumors of possible sanctions.

music track: zuhal by elepheel, check out his other work @elepheel",the discussion on tripoli politics begins at 17:2…,"the discussion on tripoli politics begins at 17:22. 

we recorded this before the election so if dima jamali is not the new tripoli mp then you can enjoy this episode for the comedy value…

ben and nizar look at the tripoli by-election by analysing the main players in tripoli politics, the rifi-future rift, 2016’s protest vote, 2018’s return to establishment politics, and why the outcome of sunday’s by-election seems inevitable. 

also discussed in the forty-second episode of the lebanese politics podcast: it’s our one year anniversary(!), the electricity plan is passed, cabinet talks austerity measures, lebanon and cyprus discuss oil & gas agreements, germanos sues the isf information branch, nasrallah responds to the us designation of the irgc as a foreign terrorist organisation, and those close to amal seek to quash rumors of possible sanctions.

music track: zuhal by elepheel, check out his other work @elepheel",none,none
38,"tag:soundcloud,2010:tracks/602232153",episode 41 - electricity plan,"mon, 08 apr 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-41-electricity-plan,00:33:59,the lebanese politics podcast,yes,"a departure from our usual format, episode 41 has ben and nizar analyze the biggest news of this past week - the new electricity plan - with the help of energy expert and academy associate at chatham house think tank jessica obeid. 

music track: zuhal by elepheel, check out his other work @elepheel","a departure from our usual format, episode 41 has…","a departure from our usual format, episode 41 has ben and nizar analyze the biggest news of this past week - the new electricity plan - with the help of energy expert and academy associate at chatham house think tank jessica obeid. 

music track: zuhal by elepheel, check out his other work @elepheel",none,none
39,"tag:soundcloud,2010:tracks/598884780",episode 40 - party profiles: amal movement,"mon, 01 apr 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-40-party-profiles-amal-movement,00:49:08,the lebanese politics podcast,yes,"the discussion on amal starts at 15:18.

the second in our party profiles series, ben and nizar look into the founding of the amal movement, from musa al-sadr's arrival in lebanon in 1959 to one of the biggest questions in lebanese politics today - what will happen to amal post nabih berri?

also discussed in episode 40 of tlpp: a landmark decision by the military tribunal gives hope to lgbtq rights in the country, aoun's travels in russia and tunisia, russia's tactics toward lebanon, hezbollah's response to pompeo, yet another electricity crisis, the upcoming tripoli by-election, and cabinet's need to secure reforms in exchange for cedre funding. 

referenced in the show:
- the vanished imam: musa al sadr and the shia of lebanon by fouad ajami
- https://www.youtube.com/watch?v=djbuuyhl7fc&feature=youtu.be (editor's note: tlpp does not endorse the title of this video nor its comments, it is referenced purely for its content)

music track: zuhal by elepheel, check out his other work @elepheel","the discussion on amal starts at 15:18.

the seco…","the discussion on amal starts at 15:18.

the second in our party profiles series, ben and nizar look into the founding of the amal movement, from musa al-sadr's arrival in lebanon in 1959 to one of the biggest questions in lebanese politics today - what will happen to amal post nabih berri?

also discussed in episode 40 of tlpp: a landmark decision by the military tribunal gives hope to lgbtq rights in the country, aoun's travels in russia and tunisia, russia's tactics toward lebanon, hezbollah's response to pompeo, yet another electricity crisis, the upcoming tripoli by-election, and cabinet's need to secure reforms in exchange for cedre funding. 

referenced in the show:
- the vanished imam: musa al sadr and the shia of lebanon by fouad ajami
- https://www.youtube.com/watch?v=djbuuyhl7fc&feature=youtu.be (editor's note: tlpp does not endorse the title of this video nor its comments, it is referenced purely for its content)

music track: zuhal by elepheel, check out his other work @elepheel",none,none
40,"tag:soundcloud,2010:tracks/595001766",episode 39 - pompeo's visit,"mon, 25 mar 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-39-pompeos-visit,00:36:36,the lebanese politics podcast,yes,"the discussion on pompeo’s visit begins at 15:04.

in this episode, nizar and ben analyze (ok rant about) the recent visit of us secretary of state mike pompeo to lebanon, in which he gave a tone-deaf speech about lebanon and hezbollah, and avoided any press questions. 

also discussed on the thirty-ninth episode of the lebanese politics podcast: lebanon loses a much beloved figure, oscar, the social media savvy dog of walid jumblatt who passed away this week, the syrian war enters its ninth year and a new phase, the latest on the tripoli by-election, paula yacoubian hits back against smear attacks, and cabinet discusses a plan to fix lebanon’s electricity woes. 

music track: zuhal by elepheel, check out his other work @elepheel",the discussion on pompeo’s visit begins at 15:04.…,"the discussion on pompeo’s visit begins at 15:04.

in this episode, nizar and ben analyze (ok rant about) the recent visit of us secretary of state mike pompeo to lebanon, in which he gave a tone-deaf speech about lebanon and hezbollah, and avoided any press questions. 

also discussed on the thirty-ninth episode of the lebanese politics podcast: lebanon loses a much beloved figure, oscar, the social media savvy dog of walid jumblatt who passed away this week, the syrian war enters its ninth year and a new phase, the latest on the tripoli by-election, paula yacoubian hits back against smear attacks, and cabinet discusses a plan to fix lebanon’s electricity woes. 

music track: zuhal by elepheel, check out his other work @elepheel",none,none
41,"tag:soundcloud,2010:tracks/587482905",episode 38 - historical figures: kamal jumblatt,"mon, 11 mar 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-38-historical-figures-kamal-jumblatt,00:45:32,the lebanese politics podcast,yes,"the discussion on kamal jumblatt begins at 13:39.

in the third edition of our historical figures’ series, nizar and ben analyze the life and legacy of kamal jumblatt, the prominent druze politician who was assassinated 42 years ago on march 16, 1977. an intellectual man of principle or an idealist who failed to grasp the political realities to the detriment of the entire country? how kamal jumblatt’s legacy is viewed is very much dependent on the political leanings of the viewer. 

for more see:
- chapter 10 and 11 in fawwaz traboulsi's book ""a history of modern lebanon"" (2007).
- nasr, salim (1978). ""backdrop to civil war: the crisis of lebanese capitalism"" - paper discussing the material reality that fueled the 1975 - 1990 civil war.
- investigative documentary(arabic)by al-jazeera on jumblatt's assassination. https://youtu.be/ck6mogn_j28 
- video of walid jumblatt meeting late syrian president hafez al-assad shortly after his father kamal's assassination (which assad has been accused of ordering).  youtube.com/watch?v=dvjp-qq8x1q 

also discussed on the thirty-eighth episode of the lebanese politics podcast: nasrallah asks for donations as a result of the latest us sanctions; director-general of the finance ministry, alain bifani, hits back at sinora; khalil announces the audits for 1993-2017 are with the court of audit; parliament gets to work ratifying the paris agreement, rolling over eurobonds, extending the 1/12 rule to may, and authorizing a treasury advance to edl; and paula yacoubian causes multiple stirs with her allegations against nader hariri and being dropped from sabaa. 

music track: zuhal by elepheel, check out his other work @elepheel",the discussion on kamal jumblatt begins at 13:39.…,"the discussion on kamal jumblatt begins at 13:39.

in the third edition of our historical figures’ series, nizar and ben analyze the life and legacy of kamal jumblatt, the prominent druze politician who was assassinated 42 years ago on march 16, 1977. an intellectual man of principle or an idealist who failed to grasp the political realities to the detriment of the entire country? how kamal jumblatt’s legacy is viewed is very much dependent on the political leanings of the viewer. 

for more see:
- chapter 10 and 11 in fawwaz traboulsi's book ""a history of modern lebanon"" (2007).
- nasr, salim (1978). ""backdrop to civil war: the crisis of lebanese capitalism"" - paper discussing the material reality that fueled the 1975 - 1990 civil war.
- investigative documentary(arabic)by al-jazeera on jumblatt's assassination. https://youtu.be/ck6mogn_j28 
- video of walid jumblatt meeting late syrian president hafez al-assad shortly after his father kamal's assassination (which assad has been accused of ordering).  youtube.com/watch?v=dvjp-qq8x1q 

also discussed on the thirty-eighth episode of the lebanese politics podcast: nasrallah asks for donations as a result of the latest us sanctions; director-general of the finance ministry, alain bifani, hits back at sinora; khalil announces the audits for 1993-2017 are with the court of audit; parliament gets to work ratifying the paris agreement, rolling over eurobonds, extending the 1/12 rule to may, and authorizing a treasury advance to edl; and paula yacoubian causes multiple stirs with her allegations against nader hariri and being dropped from sabaa. 

music track: zuhal by elepheel, check out his other work @elepheel",none,none
42,"tag:soundcloud,2010:tracks/584346318",episode 37 - criminal justice,"mon, 04 mar 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-37-criminal-justice,00:43:56,the lebanese politics podcast,yes,"the discussion on criminal justice begins at 17:34.

this week nizar and ben are joined by ghida frangieh, the president of legal agenda to discuss the lebanese criminal justice system—how the system is meant to work in theory, how it works in practice, and what challenges it faces in terms of resources, judicial independence, detention, and institutional biases. 

also discussed on the thirty-seventh episode of the lebanese politics podcast: the uk decision to ban hezbollah in its entirety, a landmark ruling in the lbci case, an anti-corruption push on the back of state hiring and fadlallah submitting files on the missing billions, and cabinet getting to work.

music track: zuhal by elepheel, check out his other work @elepheel",the discussion on criminal justice begins at 17:3…,"the discussion on criminal justice begins at 17:34.

this week nizar and ben are joined by ghida frangieh, the president of legal agenda to discuss the lebanese criminal justice system—how the system is meant to work in theory, how it works in practice, and what challenges it faces in terms of resources, judicial independence, detention, and institutional biases. 

also discussed on the thirty-seventh episode of the lebanese politics podcast: the uk decision to ban hezbollah in its entirety, a landmark ruling in the lbci case, an anti-corruption push on the back of state hiring and fadlallah submitting files on the missing billions, and cabinet getting to work.

music track: zuhal by elepheel, check out his other work @elepheel",none,none
43,"tag:soundcloud,2010:tracks/580138851",episode 36 - lgbtq rights,"mon, 25 feb 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-36-lgbtq-rights,00:48:00,the lebanese politics podcast,yes,"the discussion on lgbtq rights begins at 20:40. 

this week nizar and ben are joined by youmna makhlouf, a lawyer with legal agenda and tarek zeidan, the executive directer of helem, a lebanese lgbtq rights organization, to discuss legal rights, lebanese social attitudes, and the activism of the lebanese lgbtq community. among the topics covered are controversial article 534, legal agenda's successes in the courts, how trans lebanese bear the brunt of discrimination, and data that showing that attitudes are beginning to change. 

also discussed on the thirty-sixth episode of tlpp: parliament votes to give cabinet confidence, while debates in the chamber get personal, the results of the election appeals are in with a by-election called for tripoli, and the new interior minister's comments resurrect the debate on civil marriage. 

music track: zuhal by elepheel, check out his other work @elepheel","the discussion on lgbtq rights begins at 20:40. 
…","the discussion on lgbtq rights begins at 20:40. 

this week nizar and ben are joined by youmna makhlouf, a lawyer with legal agenda and tarek zeidan, the executive directer of helem, a lebanese lgbtq rights organization, to discuss legal rights, lebanese social attitudes, and the activism of the lebanese lgbtq community. among the topics covered are controversial article 534, legal agenda's successes in the courts, how trans lebanese bear the brunt of discrimination, and data that showing that attitudes are beginning to change. 

also discussed on the thirty-sixth episode of tlpp: parliament votes to give cabinet confidence, while debates in the chamber get personal, the results of the election appeals are in with a by-election called for tripoli, and the new interior minister's comments resurrect the debate on civil marriage. 

music track: zuhal by elepheel, check out his other work @elepheel",none,none
